question_id,image_name,category,abc_label,raw_output,prediction,ground_truth,correct
4586.png-1,4586.png,typesOf,True,C) 9,C,C,True
4586.png-3,4586.png,typesOf,False,D) 7,D,D,True
4644.png-1,4644.png,typesOf,False,D) Cowpea aphid,D,C,False
4644.png-0,4644.png,typesOf,False,D) Bean aphids,D,B,False
4512.png-1,4512.png,typesOf,False,D) whorled,D,A,False
4512.png-0,4512.png,typesOf,True,D) Whorled,D,D,True
3353.png-0,3353.png,typesOf,True,B) G,B,A,False
3353.png-1,3353.png,typesOf,False,D) femur,D,D,True
4347.png-1,4347.png,typesOf,True,A) solid,A,C,False
4347.png-0,4347.png,typesOf,True,D) liquid,D,D,True
4347.png-2,4347.png,typesOf,False,C) Gas,C,C,True
722.png-0,722.png,typesOf,False,B) quartz,B,B,True
722.png-2,722.png,typesOf,False,A) gypsum,A,A,True
722.png-1,722.png,typesOf,True,A) Rocks,A,A,True
722.png-3,722.png,typesOf,True,B) E,B,B,True
4846.png-0,4846.png,typesOf,False,D) 4,D,A,False
4367.png-1,4367.png,typesOf,False,C) Brazil nut,C,C,True
4367.png-0,4367.png,typesOf,False,C) Pistachios,C,C,True
4367.png-2,4367.png,typesOf,True,B) K,B,B,True
2222.png-0,2222.png,typesOf,True,D) Newly hatched,D,A,False
2222.png-3,2222.png,typesOf,False,A) Newly Hatched,A,A,True
2222.png-1,2222.png,typesOf,False,B) Adult,B,B,True
2222.png-2,2222.png,typesOf,True,D) adult,D,D,True
4476.png-0,4476.png,typesOf,True,A) a,A,D,False
4476.png-1,4476.png,typesOf,True,B) d,B,B,True
4715.png-0,4715.png,typesOf,False,C) Aristate,C,C,True
4342.png-0,4342.png,typesOf,False,A) Seed,A,A,True
4342.png-2,4342.png,typesOf,True,A) M,A,A,True
4342.png-1,4342.png,typesOf,True,B) K,B,C,False
4786.png-1,4786.png,typesOf,True,A) F,A,C,False
4786.png-0,4786.png,typesOf,True,C) basal,C,B,False
4786.png-2,4786.png,typesOf,False,D) parietal,D,D,True
4658.png-2,4658.png,typesOf,True,C) 5,C,C,True
4658.png-1,4658.png,typesOf,True,A) Ant,A,A,True
4658.png-0,4658.png,typesOf,False,D) 1,D,A,False
51.png-0,51.png,typesOf,True,D) 4,D,D,True
51.png-2,51.png,typesOf,True,D) Butterflies life cycle,D,D,True
51.png-1,51.png,typesOf,False,C) Butterfly,C,C,True
4372.png-0,4372.png,typesOf,True,B) Normal with extra long toes,B,B,True
4372.png-1,4372.png,typesOf,True,D) Two toed,D,A,False
4378.png-0,4378.png,typesOf,False,B) Heron,B,D,False
4378.png-1,4378.png,typesOf,False,B) Sparrow,B,B,True
4378.png-2,4378.png,typesOf,True,D) warbler,D,D,True
982.png-0,982.png,typesOf,True,C) E,C,A,False
982.png-1,982.png,typesOf,True,D) A,D,C,False
4649.png-0,4649.png,typesOf,False,C) A,C,C,True
4649.png-1,4649.png,typesOf,False,D) B,D,D,True
4844.png-0,4844.png,typesOf,False,C) Hawaiian,C,C,True
4844.png-1,4844.png,typesOf,True,B) f,B,A,False
674.png-1,674.png,typesOf,True,B) Chrysalis,B,C,False
674.png-0,674.png,typesOf,True,B) Caterpillar,B,A,False
4653.png-1,4653.png,typesOf,True,A) Different kinds of flies,A,A,True
4653.png-0,4653.png,typesOf,True,C) A,C,C,True
986.png-0,986.png,typesOf,True,A) G,A,A,True
986.png-1,986.png,typesOf,True,B) F,B,B,True
4747.png-0,4747.png,typesOf,True,A) H,A,C,False
4747.png-3,4747.png,typesOf,True,B) H,B,D,False
4747.png-1,4747.png,typesOf,False,B) (a),B,B,True
4747.png-2,4747.png,typesOf,False,B) (g),B,D,False
2298.png-1,2298.png,typesOf,True,D) 4,D,D,True
2298.png-0,2298.png,typesOf,True,A) Ladybug,A,A,True
4370.png-3,4370.png,typesOf,True,A) H,A,A,True
4370.png-1,4370.png,typesOf,True,B) H,B,D,False
4370.png-0,4370.png,typesOf,False,C) mango,C,C,True
4370.png-2,4370.png,typesOf,False,B) mango,B,C,False
985.png-1,985.png,typesOf,True,A) Verticil,A,A,True
985.png-0,985.png,typesOf,True,B) Verticil,B,A,False
4579.png-0,4579.png,typesOf,False,C) earth,C,C,True
4579.png-1,4579.png,typesOf,False,B) earth,B,B,True
4346.png-1,4346.png,typesOf,True,C) Berry of tomato,C,C,True
4346.png-0,4346.png,typesOf,True,B) drupe of peach,B,A,False
3933.png-3,3933.png,typesOf,True,C) Pupa,C,C,True
3933.png-0,3933.png,typesOf,False,C) pupa,C,C,True
3933.png-1,3933.png,typesOf,False,D) larva,D,D,True
3933.png-2,3933.png,typesOf,True,D) B,D,C,False
464.png-2,464.png,typesOf,True,C) Container,C,C,True
464.png-3,464.png,typesOf,False,D) 2,D,D,True
464.png-0,464.png,typesOf,True,C) Container,C,C,True
464.png-1,464.png,typesOf,False,C) Container A,C,C,True
375.png-3,375.png,typesOf,False,B) pressure and temperature,B,B,True
375.png-0,375.png,typesOf,False,D) sediments,D,D,True
375.png-2,375.png,typesOf,True,B) E,B,B,True
375.png-1,375.png,typesOf,True,B) C,B,C,False
4718.png-2,4718.png,typesOf,False,A) rounded,A,A,True
4718.png-0,4718.png,typesOf,True,A) rounded,A,B,False
4718.png-1,4718.png,typesOf,True,B) rounded,B,A,False
627.png-0,627.png,typesOf,True,B) life cycle of a seed,B,B,True
4540.png-3,4540.png,typesOf,True,A) it recovers vortex energy,A,A,True
4540.png-1,4540.png,typesOf,True,B) Fixed turbine,B,A,False
4540.png-0,4540.png,typesOf,False,B) Slows down the drag,B,B,True
4540.png-2,4540.png,typesOf,False,A) Vortex,A,A,True
848.png-4,848.png,typesOf,False,D) milk gland,D,A,False
848.png-2,848.png,typesOf,True,A) C,A,B,False
848.png-3,848.png,typesOf,True,C) E,C,A,False
848.png-1,848.png,typesOf,True,D) E,D,A,False
848.png-0,848.png,typesOf,True,C) polypnuestic lobes,C,C,True
4620.png-0,4620.png,typesOf,False,D) Types of minerals,D,D,True
4620.png-2,4620.png,typesOf,True,C) Biotite,C,B,False
4620.png-1,4620.png,typesOf,True,B) H,B,D,False
4764.png-1,4764.png,typesOf,True,B) 2,B,B,True
4764.png-0,4764.png,typesOf,True,A) Leaf,A,A,True
1504.png-1,1504.png,typesOf,False,A) 0,A,A,True
1504.png-0,1504.png,typesOf,True,D) below 0°C,D,D,True
1439.png-0,1439.png,typesOf,False,C) 4,C,C,True
4393.png-0,4393.png,typesOf,True,B) Stemclasping,B,B,True
4393.png-1,4393.png,typesOf,False,C) Cordate and Sagittate,C,C,True
4549.png-0,4549.png,typesOf,False,D) Flowers,D,D,True
952.png-1,952.png,typesOf,True,B) D,B,D,False
952.png-0,952.png,typesOf,True,B) A,B,B,True
4384.png-2,4384.png,typesOf,True,C) Nectar feedingq,C,D,False
4384.png-0,4384.png,typesOf,False,C) Nectar feeding,C,B,False
4384.png-1,4384.png,typesOf,True,A) Bird J,A,C,False
4384.png-3,4384.png,typesOf,False,C) Chiseling,C,C,True
4830.png-0,4830.png,typesOf,True,B) Tuber,B,B,True
4830.png-1,4830.png,typesOf,True,C) Crown,C,C,True
4500.png-0,4500.png,typesOf,False,C) A,C,C,True
4500.png-1,4500.png,typesOf,False,C) A,C,C,True
969.png-0,969.png,typesOf,True,C) yellow,C,C,True
969.png-1,969.png,typesOf,True,B) racene,B,C,False
4334.png-0,4334.png,typesOf,False,D) Water frozen solid.,D,D,True
4334.png-1,4334.png,typesOf,True,C) A,C,A,False
4837.png-0,4837.png,typesOf,False,B) A,B,D,False
4793.png-0,4793.png,typesOf,False,A) butterfly,A,A,True
4793.png-1,4793.png,typesOf,True,C) j,C,D,False
4793.png-2,4793.png,typesOf,True,D) f,D,D,True
4825.png-2,4825.png,typesOf,True,C) Compound,C,B,False
4825.png-0,4825.png,typesOf,False,C) basal rosettle,C,C,True
4825.png-1,4825.png,typesOf,False,B) simple,B,B,True
1293.png-1,1293.png,typesOf,True,A) c,A,C,False
1293.png-0,1293.png,typesOf,False,B) leaves,B,B,True
4763.png-1,4763.png,typesOf,False,A) 4,A,D,False
4763.png-3,4763.png,typesOf,True,B) opposite,B,A,False
4763.png-0,4763.png,typesOf,True,C) alternate,C,A,False
4763.png-2,4763.png,typesOf,False,B) Leaf,B,B,True
4428.png-1,4428.png,typesOf,False,C) F,C,C,True
4428.png-0,4428.png,typesOf,False,A) C,A,C,False
4826.png-1,4826.png,typesOf,True,A) alternate,A,C,False
4826.png-0,4826.png,typesOf,True,D) A,D,B,False
4429.png-1,4429.png,typesOf,False,C) 6,C,C,True
4429.png-0,4429.png,typesOf,True,A) E,A,A,True
4429.png-2,4429.png,typesOf,False,C) Round,C,C,True
4429.png-3,4429.png,typesOf,True,D) indented,D,B,False
931.png-1,931.png,typesOf,True,B) woodpecker,B,B,True
931.png-3,931.png,typesOf,True,A) A beak that has a disproportionately bigger bottom half,A,C,False
931.png-2,931.png,typesOf,False,C) Woodpecker,C,C,True
931.png-0,931.png,typesOf,False,A) Eagle,A,A,True
1303.png-1,1303.png,typesOf,False,C) 1,C,D,False
1303.png-2,1303.png,typesOf,True,A) 1,A,A,True
1303.png-0,1303.png,typesOf,True,B) root,B,B,True
1303.png-3,1303.png,typesOf,False,B) shoot become stem and roots,B,B,True
4812.png-1,4812.png,typesOf,False,D) cyme,D,D,True
4812.png-2,4812.png,typesOf,True,A) D,A,C,False
4812.png-0,4812.png,typesOf,True,B) H,B,A,False
4616.png-0,4616.png,typesOf,False,C) Ogee,C,C,True
4555.png-1,4555.png,typesOf,False,D) leaf sheaths,D,D,True
4555.png-0,4555.png,typesOf,True,B) K,B,A,False
4740.png-0,4740.png,typesOf,True,C) Oblong Leaf,C,B,False
4740.png-1,4740.png,typesOf,False,B) oval,B,C,False
4576.png-0,4576.png,typesOf,True,B) G,B,D,False
4576.png-1,4576.png,typesOf,True,D) G,D,B,False
2201.png-2,2201.png,lifeCycles,True,D) A,D,B,False
2201.png-0,2201.png,lifeCycles,True,D) C,D,B,False
2201.png-1,2201.png,lifeCycles,True,B) A,B,C,False
844.png-0,844.png,lifeCycles,True,B) Larva.,B,B,True
2252.png-1,2252.png,lifeCycles,True,B) G,B,D,False
2252.png-3,2252.png,lifeCycles,True,B) A,B,B,True
2252.png-4,2252.png,lifeCycles,True,C) d,C,A,False
2252.png-2,2252.png,lifeCycles,False,A) Caterpillar,A,A,True
2252.png-0,2252.png,lifeCycles,False,D) Pupa,D,D,True
37.png-2,37.png,lifeCycles,False,B) butterfly,B,B,True
37.png-3,37.png,lifeCycles,True,A) Pupa,A,A,True
37.png-0,37.png,lifeCycles,True,D) A,D,C,False
37.png-1,37.png,lifeCycles,True,C) F,C,C,True
37.png-4,37.png,lifeCycles,True,C) Pupa,C,C,True
2415.png-0,2415.png,lifeCycles,True,C) D,C,A,False
2415.png-1,2415.png,lifeCycles,True,A) D,A,B,False
2315.png-1,2315.png,lifeCycles,True,B) larvae,B,B,True
2315.png-0,2315.png,lifeCycles,True,B) C,B,D,False
2315.png-2,2315.png,lifeCycles,True,A) D,A,D,False
2221.png-4,2221.png,lifeCycles,True,D) E,D,A,False
2221.png-1,2221.png,lifeCycles,False,C) larvae,C,C,True
2221.png-2,2221.png,lifeCycles,False,B) pupa,B,B,True
2221.png-3,2221.png,lifeCycles,True,C) a,C,B,False
2221.png-0,2221.png,lifeCycles,True,D) e,D,D,True
2241.png-0,2241.png,lifeCycles,False,A) 8-10,A,A,True
2241.png-2,2241.png,lifeCycles,False,C) 1-2,C,C,True
2241.png-1,2241.png,lifeCycles,True,D) Pupae,D,A,False
2241.png-3,2241.png,lifeCycles,True,A) Pupae,A,C,False
2241.png-4,2241.png,lifeCycles,True,B) C,B,D,False
2422.png-2,2422.png,lifeCycles,False,A) 4,A,A,True
2422.png-0,2422.png,lifeCycles,True,D) 4,D,A,False
2422.png-1,2422.png,lifeCycles,True,D) b,D,C,False
2476.png-0,2476.png,lifeCycles,False,C) adult,C,A,False
2476.png-2,2476.png,lifeCycles,False,D) adult,D,D,True
2476.png-3,2476.png,lifeCycles,True,C) First Nymphal Instar,C,D,False
2476.png-1,2476.png,lifeCycles,True,B) J,B,D,False
2308.png-0,2308.png,lifeCycles,False,A) 4,A,A,True
2308.png-3,2308.png,lifeCycles,True,B) Raft of eggs,B,A,False
2308.png-1,2308.png,lifeCycles,False,D) water's surface,D,D,True
2308.png-4,2308.png,lifeCycles,True,C) E,C,A,False
2308.png-5,2308.png,lifeCycles,True,A) E,A,A,True
2308.png-2,2308.png,lifeCycles,True,C) G,C,D,False
106.png-0,106.png,lifeCycles,True,D) eggs,D,C,False
106.png-2,106.png,lifeCycles,True,C) life cycle,C,C,True
106.png-1,106.png,lifeCycles,True,A) F,A,A,True
2427.png-1,2427.png,lifeCycles,False,A) 4,A,B,False
2427.png-3,2427.png,lifeCycles,True,C) H,C,C,True
2427.png-0,2427.png,lifeCycles,True,C) Pupal Stage,C,A,False
2427.png-5,2427.png,lifeCycles,True,C) mosquito life cycle,C,C,True
2427.png-4,2427.png,lifeCycles,False,B) Adult,B,B,True
2427.png-2,2427.png,lifeCycles,True,D) H,D,D,True
2475.png-0,2475.png,lifeCycles,True,C) QUEEN HIBERNATES,C,C,True
2475.png-2,2475.png,lifeCycles,False,A) spring,A,A,True
2475.png-1,2475.png,lifeCycles,True,D) Nest Development (summer),D,D,True
2161.png-1,2161.png,lifeCycles,True,B) Germination,B,D,False
2161.png-0,2161.png,lifeCycles,True,B) F,B,A,False
2211.png-2,2211.png,lifeCycles,True,D) yes,D,D,True
2211.png-0,2211.png,lifeCycles,False,B) spider life cycle,B,B,True
2211.png-1,2211.png,lifeCycles,True,D) spider,D,D,True
2210.png-0,2210.png,lifeCycles,True,D) Lesions and fungus develop on leaves,D,B,False
2210.png-1,2210.png,lifeCycles,True,A) E,A,C,False
2210.png-2,2210.png,lifeCycles,True,A) F,A,D,False
2483.png-3,2483.png,lifeCycles,True,C) pupa,C,C,True
2483.png-0,2483.png,lifeCycles,True,A) D,A,D,False
2483.png-1,2483.png,lifeCycles,True,B) A,B,B,True
2483.png-2,2483.png,lifeCycles,False,A) larvae,A,A,True
336.png-0,336.png,lifeCycles,True,D) 4th Stage Nymph,D,B,False
336.png-1,336.png,lifeCycles,True,C) I,C,C,True
2256.png-0,2256.png,lifeCycles,False,C) Butterfly,C,C,True
2256.png-3,2256.png,lifeCycles,True,C) C,C,A,False
2256.png-2,2256.png,lifeCycles,True,B) caterpillar,B,D,False
2256.png-1,2256.png,lifeCycles,True,D) caterpillar,D,A,False
2256.png-4,2256.png,lifeCycles,False,B) Butterfly,B,B,True
606.png-4,606.png,lifeCycles,True,D) A,D,B,False
606.png-1,606.png,lifeCycles,False,C) 4,C,C,True
606.png-3,606.png,lifeCycles,True,D) C,D,A,False
606.png-0,606.png,lifeCycles,False,B) Egg,B,B,True
606.png-2,606.png,lifeCycles,True,B) Larva,B,B,True
606.png-5,606.png,lifeCycles,True,A) D,A,B,False
2275.png-0,2275.png,lifeCycles,True,B) E,B,D,False
2275.png-3,2275.png,lifeCycles,True,D) E,D,C,False
2275.png-1,2275.png,lifeCycles,True,C) Hatchling,C,B,False
2275.png-2,2275.png,lifeCycles,False,B) Turtle,B,B,True
2275.png-4,2275.png,lifeCycles,False,A) Life Cycle of a Turtle,A,A,True
453.png-0,453.png,lifeCycles,True,B) water vapour,B,C,False
453.png-1,453.png,lifeCycles,True,A) Water vapour,A,C,False
584.png-0,584.png,lifeCycles,True,C) Tadpole begins to grow and change,C,C,True
584.png-2,584.png,lifeCycles,True,A) E,A,B,False
584.png-1,584.png,lifeCycles,False,C) water,C,C,True
2453.png-0,2453.png,lifeCycles,False,B) Life cycle of beetle,B,B,True
2421.png-0,2421.png,lifeCycles,True,D) Adult,D,D,True
602.png-0,602.png,lifeCycles,True,B) Larva,B,C,False
602.png-1,602.png,lifeCycles,False,D) pupa,D,D,True
602.png-2,602.png,lifeCycles,True,B) D,B,B,True
602.png-3,602.png,lifeCycles,True,C) A,C,B,False
101.png-1,101.png,lifeCycles,False,B) Adult,B,A,False
101.png-2,101.png,lifeCycles,False,A) Metamorphosis,A,A,True
101.png-3,101.png,lifeCycles,True,B) small nymph,B,B,True
101.png-4,101.png,lifeCycles,True,B) F,B,D,False
101.png-0,101.png,lifeCycles,True,D) Small Nymph,D,B,False
843.png-0,843.png,lifeCycles,False,A) 7,A,A,True
843.png-1,843.png,lifeCycles,False,B) Pupa,B,B,True
2257.png-1,2257.png,lifeCycles,False,D) larva,D,D,True
2257.png-0,2257.png,lifeCycles,True,B) Pupa,B,A,False
2257.png-2,2257.png,lifeCycles,False,A) pupa,A,A,True
2257.png-3,2257.png,lifeCycles,True,A) D,A,A,True
2355.png-4,2355.png,lifeCycles,True,C) Germination,C,D,False
2355.png-3,2355.png,lifeCycles,True,C) seed dispersal,C,A,False
2355.png-1,2355.png,lifeCycles,True,D) A,D,B,False
2355.png-0,2355.png,lifeCycles,False,D) Flower,D,D,True
2355.png-2,2355.png,lifeCycles,False,B) Plant life cycle,B,B,True
791.png-0,791.png,lifeCycles,False,A) Butterfly,A,A,True
791.png-1,791.png,lifeCycles,False,B) Egg,B,B,True
2231.png-0,2231.png,lifeCycles,True,D) tree mortality,D,C,False
2290.png-1,2290.png,lifeCycles,False,D) Adult,D,D,True
2290.png-0,2290.png,lifeCycles,False,A) Pupa,A,A,True
2290.png-3,2290.png,lifeCycles,True,A) D,A,C,False
2290.png-2,2290.png,lifeCycles,True,A) D,A,B,False
2448.png-1,2448.png,lifeCycles,True,A) 65-90 days,A,A,True
2448.png-0,2448.png,lifeCycles,False,D) 55 days to 2.5 years,D,D,True
2448.png-4,2448.png,lifeCycles,True,C) 15-30 days,C,C,True
2448.png-3,2448.png,lifeCycles,False,D) 4,D,D,True
2448.png-2,2448.png,lifeCycles,True,C) pupal,C,B,False
2439.png-1,2439.png,lifeCycles,False,C) adult,C,C,True
2439.png-4,2439.png,lifeCycles,True,B) Pupa,B,B,True
2439.png-2,2439.png,lifeCycles,True,C) Pupa,C,C,True
2439.png-0,2439.png,lifeCycles,False,B) pupa,B,B,True
2439.png-3,2439.png,lifeCycles,True,B) E,B,B,True
2274.png-4,2274.png,lifeCycles,True,D) Fungus moves into twigs,D,A,False
2274.png-3,2274.png,lifeCycles,False,D) Cankers,D,D,True
2274.png-5,2274.png,lifeCycles,True,C) H,C,C,True
2274.png-1,2274.png,lifeCycles,True,D) F,D,C,False
2274.png-2,2274.png,lifeCycles,True,C) Cankers form on large branches,C,A,False
2274.png-0,2274.png,lifeCycles,False,D) Early summer,D,D,True
835.png-3,835.png,lifeCycles,True,A) Stage E,A,B,False
835.png-2,835.png,lifeCycles,True,A) E,A,A,True
835.png-0,835.png,lifeCycles,True,A) D,A,C,False
835.png-1,835.png,lifeCycles,False,D) pupa,D,D,True
835.png-4,835.png,lifeCycles,True,C) Stage E,C,B,False
2253.png-0,2253.png,lifeCycles,True,D) A,D,B,False
2253.png-3,2253.png,lifeCycles,True,B) D,B,D,False
2253.png-4,2253.png,lifeCycles,False,A) Pupa,A,A,True
2253.png-2,2253.png,lifeCycles,True,D) A,D,B,False
2253.png-1,2253.png,lifeCycles,False,B) larva,B,B,True
610.png-1,610.png,lifeCycles,True,B) Pupae,B,B,True
610.png-0,610.png,lifeCycles,False,C) Mosquito,C,C,True
610.png-3,610.png,lifeCycles,True,D) larva,D,D,True
610.png-2,610.png,lifeCycles,True,B) pupa,B,B,True
2268.png-2,2268.png,lifeCycles,False,D) jeunes polypes,D,D,True
2268.png-1,2268.png,lifeCycles,False,C) ephyrule,C,D,False
2268.png-3,2268.png,lifeCycles,True,C) jeunes polypes,C,C,True
2268.png-4,2268.png,lifeCycles,True,C) strobilisation du polype,C,C,True
2268.png-0,2268.png,lifeCycles,True,D) A,D,B,False
613.png-0,613.png,lifeCycles,True,A) C,A,B,False
613.png-2,613.png,lifeCycles,False,D) 4,D,D,True
613.png-1,613.png,lifeCycles,False,B) eggs,B,B,True
611.png-1,611.png,lifeCycles,True,C) 4,C,C,True
611.png-0,611.png,lifeCycles,False,C) adult,C,C,True
611.png-3,611.png,lifeCycles,True,B) Pupa,B,B,True
611.png-2,611.png,lifeCycles,False,C) pupa,C,C,True
611.png-4,611.png,lifeCycles,True,B) Adult,B,B,True
2354.png-2,2354.png,lifeCycles,False,D) seedling,D,A,False
2354.png-0,2354.png,lifeCycles,False,B) seedling,B,B,True
2354.png-3,2354.png,lifeCycles,True,C) adult plant,C,C,True
2354.png-4,2354.png,lifeCycles,True,D) b,D,C,False
2354.png-1,2354.png,lifeCycles,True,C) a,C,B,False
442.png-3,442.png,lifeCycles,True,B) Pupa,B,A,False
442.png-1,442.png,lifeCycles,False,B) Butterfly life cycle,B,B,True
442.png-2,442.png,lifeCycles,True,C) Larva,C,D,False
442.png-0,442.png,lifeCycles,True,D) Pupa,D,A,False
442.png-4,442.png,lifeCycles,True,A) C,A,A,True
107.png-2,107.png,lifeCycles,True,A) C,A,A,True
107.png-1,107.png,lifeCycles,False,A) Egg,A,A,True
107.png-0,107.png,lifeCycles,True,B) C,B,C,False
2479.png-2,2479.png,lifeCycles,True,C) Horn fly,C,C,True
2479.png-1,2479.png,lifeCycles,True,C) Mouthparts,C,C,True
2479.png-4,2479.png,lifeCycles,True,D) Stage A represents a full grown adult fly,D,D,True
2479.png-3,2479.png,lifeCycles,True,A) Horn fly,A,A,True
2479.png-0,2479.png,lifeCycles,False,D) Horn Fly,D,D,True
461.png-1,461.png,lifeCycles,True,C) plant life cycle,C,C,True
461.png-0,461.png,lifeCycles,True,D) plant,D,D,True
2378.png-0,2378.png,lifeCycles,True,B) Life cycle of the monarch butterfly,B,B,True
2484.png-2,2484.png,lifeCycles,True,B) full-grown larva falls to the ground,B,C,False
2484.png-1,2484.png,lifeCycles,True,D) pupates in the soil,D,D,True
2484.png-0,2484.png,lifeCycles,False,D) soil,D,D,True
2157.png-2,2157.png,lifeCycles,True,B) Sharply defined lesions appear high up the stem.,B,A,False
2157.png-3,2157.png,lifeCycles,False,B) high up on the stem,B,B,True
2157.png-0,2157.png,lifeCycles,True,A) A,A,A,True
2157.png-4,2157.png,lifeCycles,True,C) E,C,C,True
2157.png-1,2157.png,lifeCycles,False,B) mycelial,B,B,True
2220.png-3,2220.png,lifeCycles,True,D) The chrysalis,D,D,True
2220.png-0,2220.png,lifeCycles,True,C) A,C,B,False
2220.png-2,2220.png,lifeCycles,False,C) Chrysalis,C,C,True
2220.png-1,2220.png,lifeCycles,True,C) C,C,C,True
2220.png-4,2220.png,lifeCycles,True,D) D,D,B,False
2369.png-1,2369.png,lifeCycles,True,D) 6,D,D,True
2369.png-0,2369.png,lifeCycles,False,C) 6,C,C,True
2369.png-2,2369.png,lifeCycles,True,C) Nymph 3,C,B,False
2412.png-0,2412.png,lifeCycles,False,C) 6,C,D,False
2412.png-2,2412.png,lifeCycles,True,D) 1st instar,D,B,False
2412.png-1,2412.png,lifeCycles,True,A) G,A,A,True
469.png-1,469.png,lifeCycles,True,D) 4,D,D,True
469.png-3,469.png,lifeCycles,True,B) A,B,D,False
469.png-0,469.png,lifeCycles,True,D) B,D,A,False
469.png-2,469.png,lifeCycles,True,D) C,D,B,False
790.png-4,790.png,lifeCycles,True,A) D,A,C,False
790.png-0,790.png,lifeCycles,True,C) Adult butterfly,C,C,True
790.png-2,790.png,lifeCycles,False,D) caterpillar,D,D,True
790.png-3,790.png,lifeCycles,False,A) adult,A,A,True
790.png-1,790.png,lifeCycles,True,D) C,D,D,True
661.png-2,661.png,lifeCycles,True,A) D,A,D,False
661.png-1,661.png,lifeCycles,False,B) 6,B,B,True
661.png-3,661.png,lifeCycles,True,D) pupa,D,D,True
661.png-0,661.png,lifeCycles,False,D) adult,D,D,True
597.png-3,597.png,lifeCycles,False,"D) Egg, larvae, pupa, adult",D,D,True
597.png-1,597.png,lifeCycles,True,A) D,A,D,False
597.png-4,597.png,lifeCycles,True,B) Pupa stage,B,B,True
597.png-2,597.png,lifeCycles,False,D) Pupa stage,D,D,True
597.png-0,597.png,lifeCycles,True,D) E,D,B,False
41.png-0,41.png,lifeCycles,True,B) C,B,A,False
2276.png-4,2276.png,lifeCycles,False,C) 4,C,D,False
2276.png-1,2276.png,lifeCycles,True,C) Tadpole,C,C,True
2276.png-2,2276.png,lifeCycles,False,D) Life cycle of a frog,D,D,True
2276.png-0,2276.png,lifeCycles,True,B) Froglet,B,A,False
2276.png-3,2276.png,lifeCycles,True,D) G,D,D,True
437.png-2,437.png,lifeCycles,False,D) 4,D,D,True
437.png-0,437.png,lifeCycles,True,B) D,B,D,False
437.png-1,437.png,lifeCycles,True,D) Check,D,A,False
437.png-3,437.png,lifeCycles,True,D) Do,D,B,False
437.png-4,437.png,lifeCycles,False,D) planning,D,C,False
437.png-5,437.png,lifeCycles,True,D) D,D,A,False
926.png-2,926.png,lifeCycles,True,A) Pupa,A,D,False
926.png-0,926.png,lifeCycles,False,D) Life cycle of a Pine Tree,D,D,True
926.png-1,926.png,lifeCycles,False,A) Life Cycle of a Butterfly,A,A,True
926.png-3,926.png,lifeCycles,True,C) W,C,D,False
52.png-0,52.png,lifeCycles,True,C) Pupa,C,C,True
52.png-2,52.png,lifeCycles,False,C) egg,C,C,True
52.png-3,52.png,lifeCycles,True,A) C,A,A,True
52.png-1,52.png,lifeCycles,False,C) pupa,C,C,True
2167.png-1,2167.png,lifeCycles,True,A) D,A,D,False
2167.png-4,2167.png,lifeCycles,True,D) PUPAE,D,D,True
2167.png-3,2167.png,lifeCycles,False,A) larva,A,A,True
2167.png-0,2167.png,lifeCycles,True,A) PUPAE,A,C,False
2167.png-2,2167.png,lifeCycles,True,B) Larvae,B,B,True
2332.png-1,2332.png,lifeCycles,True,C) tadpole,C,B,False
2332.png-3,2332.png,lifeCycles,True,A) tadpole,A,A,True
2332.png-0,2332.png,lifeCycles,True,A) E,A,B,False
2332.png-2,2332.png,lifeCycles,False,B) Frog life cycle,B,B,True
1446.png-1,1446.png,lifeCycles,True,C) Caterpillar,C,D,False
1446.png-0,1446.png,lifeCycles,True,C) D,C,A,False
344.png-1,344.png,lifeCycles,False,D) 4,D,B,False
344.png-0,344.png,lifeCycles,False,C) The grasshopper goes through an additional step.,C,D,False
2267.png-0,2267.png,lifeCycles,True,C) f,C,B,False
2267.png-3,2267.png,lifeCycles,True,A) f,A,A,True
2267.png-2,2267.png,lifeCycles,False,B) strobila,B,B,True
2267.png-1,2267.png,lifeCycles,True,B) strobila,B,B,True
2267.png-4,2267.png,lifeCycles,True,C) young medusa,C,D,False
2249.png-2,2249.png,lifeCycles,True,B) Pupa,B,C,False
2249.png-0,2249.png,lifeCycles,True,A) C,A,A,True
2249.png-3,2249.png,lifeCycles,True,A) D,A,B,False
2249.png-1,2249.png,lifeCycles,False,B) Pupa,B,B,True
2232.png-2,2232.png,lifeCycles,False,D) 4,D,C,False
2232.png-4,2232.png,lifeCycles,False,A) 6,A,C,False
2232.png-0,2232.png,lifeCycles,True,A) F,A,A,True
2232.png-1,2232.png,lifeCycles,True,D) F,D,C,False
2232.png-3,2232.png,lifeCycles,True,A) larva moults to adult,A,A,True
2239.png-1,2239.png,lifeCycles,True,B) adult,B,B,True
2239.png-0,2239.png,lifeCycles,True,"B) A, D, C, H",B,A,False
622.png-2,622.png,lifeCycles,False,A) 4,A,A,True
622.png-4,622.png,lifeCycles,True,B) eggs,B,C,False
622.png-0,622.png,lifeCycles,True,B) D,B,A,False
622.png-1,622.png,lifeCycles,True,C) Tadpole,C,C,True
622.png-3,622.png,lifeCycles,True,B) C,B,D,False
2446.png-0,2446.png,lifeCycles,False,B) Pupa,B,B,True
2446.png-1,2446.png,lifeCycles,True,C) Caterpillar,C,C,True
